anime_id,name,rating,type,episodes,date,adult,members,genres
13299,Houkago no Tinker Bell,5.65,OVA,1,Unknown,0,339,"Comedy, Drama, Mystery, Romance, School, Slice of Life"
13303,Usogui,5.47,OVA,1,Unknown,Unknown,374,"Game, Psychological, Seinen"
13307,Shounen Ninja Kaze no Fujimaru,Unknown,TV,65,Summer 1964,Unknown,315,"Action, Adventure, Samurai, Shounen"
13309,Kyoto Animation: Hoshi-hen,5.79,Special,1,Unknown,0,3302,Fantasy
13311,Henshin Gattai! 5 tsu no Atsuki Tamashii,4.25,Music,1,Unknown,0,506,"Super Power, Music"
13325,Crimson Girls: Chikan Shihai,6.45,OVA,3,Unknown,Rx - Hentai,5359,Hentai
13331,Jormungand: Perfect Order,7.94,TV,12,Fall 2012,1,121388,"Action, Adventure, Seinen"
13333,Tari Tari,7.32,TV,13,Summer 2012,0,79262,"Music, Slice of Life, School"
13335,Fuse: Teppou Musume no Torimonochou,7.36,Movie,1,Unknown,1,14801,"Action, Drama, Historical, Supernatural"
13349,Chouyaku Hyakuninisshu: Uta Koi.,7.48,TV,13,Summer 2012,0,13242,"Comedy, Historical, Romance, Josei"
13357,High School DxD Specials,7.27,Special,6,Unknown,1,143603,"Ecchi, Comedy, Harem, Romance, Demons, School"
13359,PistStar,4.71,ONA,1,Unknown,0,367,"Music, Magic"
13365,Samchongsa: Time Machine 001,Unknown,Movie,1,Unknown,0,175,"Adventure, Sci-Fi"
13367,"Kono Naka ni Hitori, Imouto ga Iru!",6.6,TV,12,Summer 2012,1,130931,"Comedy, Ecchi, Harem, Mystery, Romance, School"
13369,Cornelis,5.43,Movie,1,Unknown,0,278,Comedy
13373,Kyoto Animation: Hana-hen,5.75,Special,1,Unknown,0,3529,Slice of Life
13375,Kyoto Animation: Sora-hen,5.6,Special,1,Unknown,0,3319,Slice of Life
13377,Recorder to Randoseru Re♪,6.87,TV,13,Spring 2012,0,21310,"Comedy, School, Seinen, Slice of Life"
13379,Okusama wa Michael,6.18,OVA,2,Unknown,Rx - Hentai,2569,Hentai
13391,Rakuen Tsuihou,7.38,Movie,1,Unknown,1,53092,"Action, Sci-Fi, Mecha"
13403,Inu x Boku SS Special,7.6,Special,1,Unknown,0,65439,"Comedy, Supernatural, Shounen"
13405,Utsu Musume Sayuri,2.01,OVA,1,Unknown,1,12429,"Comedy, Dementia"
13407,Doudou,5.6,OVA,2,Unknown,0,351,Fantasy
13409,Moyashimon Returns,7.22,TV,11,Summer 2012,0,17284,"Comedy, Supernatural, School, Seinen"
13411,Guilty Crown: Lost Christmas - An Episode of Port Town,6.94,OVA,1,Unknown,1,70012,"Action, Sci-Fi, Super Power, Drama"
13421,Wheels,4.6,OVA,1,Unknown,0,469,Comedy
13423,Fushigi Sekai Atagoul Monogatari,Unknown,OVA,1,Unknown,0,186,Adventure
13427,PES: Peace Eco Smile,5.65,ONA,7,Unknown,0,2387,"Slice of Life, Cars, Space"
13429,Sakasama no Patema: Beginning of the Day,7.39,Special,4,Unknown,0,15855,Sci-Fi
13431,Himitsukessha Taka no Tsume NEO,Unknown,TV,38,Spring 2012,0,254,"Comedy, Parody, Super Power"
13433,himitsukesshatakanotsume.jp,Unknown,ONA,78,Unknown,0,208,"Comedy, Parody, Super Power"
13435,Taka no Tsume NEO Announcement Movie,Unknown,Special,1,Unknown,0,223,"Comedy, Parody, Super Power"
13439,Shinpi no Hou,5.33,Movie,1,Unknown,0,750,"Adventure, Supernatural"
13441,Shiawasette Naani,5.07,OVA,1,Unknown,0,731,Fantasy
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,Unknown,OVA,5,Unknown,0,201,"Mecha, Sports"
13455,Zumomo to Nupepe,Unknown,TV,32,Spring 2012,0,161,Comedy
13457,Tomodachi 8-nin,Unknown,TV,398,Spring 2011,0,169,"Comedy, Kids"
13459,Ribbon-chan,Unknown,TV,24,Spring 2012,Unknown,125,Comedy
13463,Panda no Taputapu,Unknown,TV,431,Spring 2012,0,159,Kids
13465,Little Charo: Touhoku-hen,Unknown,TV,12,Spring 2012,0,121,Kids
13469,Hyouka: Motsubeki Mono wa,7.37,OVA,1,Unknown,0,119085,"Mystery, School, Slice of Life"
13479,Uchuu Kyoudai: Apo's Dream,5.45,OVA,1,Unknown,0,1933,"Comedy, Sci-Fi, Space"
13495,Tokyo Disney Resort: Yume ga Kanau Basho,6.19,Special,1,Unknown,0,1111,Slice of Life
13497,Neko no Sumu Shima,Unknown,Special,1,Unknown,0,144,Drama
13499,Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo,Unknown,Special,1,Unknown,0,172,"Adventure, Comedy, Parody, Space"
13501,Cofun Gal no Coffy,Unknown,ONA,10,Unknown,0,131,"Comedy, Historical, Parody"
13503,Cofun Gal no Coffy (TV),Unknown,TV,11,Spring 2006,0,153,"Comedy, Parody"
13505,Cofun Gal no Coffy Campus Life,Unknown,TV,11,Fall 2009,0,152,Comedy
13507,Cofun Gal no Coffy: Okehazama no Tatakai,Unknown,Movie,1,Unknown,0,129,"Parody, Comedy, Historical"
13509,Cofun Gal no Coffy: Juuninin to Ikareru Cofun-tachi,Unknown,Movie,1,Unknown,0,132,Comedy
13511,Cofun Gal no Coffy: Cofunderella,Unknown,Movie,1,Unknown,0,137,Comedy
13513,Anima,5.11,Movie,1,Unknown,1,1340,Music
13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,5.34,ONA,1,Unknown,0,325,Comedy
13517,Ryuugajou Nanana no Maizoukin,6.6,Special,1,Unknown,0,6401,"Comedy, Supernatural"
13519,Organic,5.49,ONA,1,Unknown,0,229,Comedy
13535,Binbougami ga!,7.73,TV,13,Summer 2012,0,140783,"Comedy, Parody, Shounen, Supernatural"
13541,Rui no Masaiban,5.03,ONA,1,Unknown,0,303,"Demons, Fantasy"
13543,Nantokashite Alguard,4.61,ONA,1,Unknown,0,312,"Music, Super Power"
13551,Shuukan Storyland,Unknown,TV,56,Fall 1999,0,188,"Slice of Life, Comedy, Drama, Seinen"
13553,Bakusou Circuit Roman Twin,Unknown,OVA,1,Unknown,0,158,Sports
13559,Lovely Day: Boku to Kanojo no Nana Nichikan,6.03,OVA,1,Unknown,Rx - Hentai,2811,Hentai
13561,Guilty Crown: 4-koma Gekijou,7,Special,11,Unknown,1,12703,Comedy
13563,The Four Seasons,6.27,ONA,4,Unknown,0,1127,Slice of Life
13585,Natsuyuki Rendezvous,7.29,TV,11,Summer 2012,0,43365,"Supernatural, Drama, Romance, Josei"
13587,Persona 4 the Animation: No One is Alone,7.5,Special,1,Unknown,0,29631,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
13595,"Suki de Suki de, Suki de The Animation",6.87,OVA,2,Unknown,Rx - Hentai,7221,Hentai
13599,Robotics;Notes,7.35,TV,22,Fall 2012,0,103435,"Sci-Fi, Mystery, Drama, Mecha, School"
13601,Psycho-Pass,8.38,TV,22,Fall 2012,1,892130,"Action, Sci-Fi, Police, Psychological"
13619,Sayonara Zetsubou Sensei Special Omake,6.59,Special,1,Unknown,1,3479,"Comedy, Parody, School"
13629,Furiko,7.56,Special,1,Unknown,0,13915,"Music, Slice of Life, Drama, Romance"
13639,Hi no Youjin,6.32,Movie,1,Unknown,0,4358,"Historical, Slice of Life"
13643,Imouto Twins,5.91,OVA,1,Unknown,Rx - Hentai,2027,Hentai
13655,Little Busters!,7.52,TV,26,Fall 2012,0,147848,"Slice of Life, Comedy, Supernatural, Drama, School"
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,7.05,TV,13,Spring 2013,0,312522,"Comedy, Romance, Slice of Life"
13663,To LOVE-Ru Darkness,7.51,TV,12,Fall 2012,1,233758,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,7.67,Movie,1,Unknown,0,206855,"Action, Adventure, Super Power, Martial Arts, Shounen"
13669,Owari no Chronicle,5.12,Special,1,Unknown,0,1715,"Action, Adventure, Fantasy, Sci-Fi"
13673,Otome Nadeshiko Koi Techou,5.93,OVA,1,Unknown,0,3412,"Historical, Shoujo"
13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel,6.12,Special,1,Unknown,0,3957,Drama
13677,Ao no Exorcist Movie Special,6.86,Special,1,Unknown,0,21382,"Parody, Comedy"
13679,Tottoko Hamtarou Hai!,6.65,TV,77,Spring 2006,0,2731,"Kids, Adventure"
13681,Nekogami Yaoyorozu Specials,6.21,Special,7,Unknown,0,744,"Comedy, Supernatural, Seinen"
13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,5.91,Special,1,Unknown,0,2787,Drama
13693,Ippatsu Hicchuu!! Devander,5.61,OVA,1,Unknown,0,369,"Action, Sci-Fi, Parody, Super Power, Mecha"
13709,Afro Samurai Movie,7.54,Movie,1,Unknown,1,39852,"Action, Adventure, Samurai"
13715,Kennel Tokorozawa,4.16,OVA,1,Unknown,1,1275,"Ecchi, Comedy, School"
13727,Rinne no Lagrange: Kamogawa Days,6.81,OVA,1,Unknown,0,5050,"Slice of Life, Comedy, School, Sci-Fi"
13731,Koukyoushihen Eureka Seven: New Order,6.63,Special,1,Unknown,0,5341,"Adventure, Drama, Mecha, Romance, Sci-Fi"
13755,Shanshui Qing,6.53,Movie,1,Unknown,0,851,Music
13757,Mashiro-iro Symphony: The Color of Lovers Picture Drama,6.46,Special,2,Unknown,0,5578,"Harem, Romance, Drama"
13759,Sakura-sou no Pet na Kanojo,8.19,TV,24,Fall 2012,0,742641,"Slice of Life, Comedy, Drama, Romance, School"
13767,Junjou Romantica OVA,7.8,OVA,2,Unknown,0,36524,"Comedy, Drama, Romance, Shounen Ai"
13769,Kamen no Ninja Akakage,Unknown,TV,23,Fall 1987,0,297,"Action, Fantasy"
13781,Dokkiri Doctor Special,Unknown,Special,1,Unknown,0,157,"Comedy, Ecchi, School"
13785,Uhou Renka,6.72,OVA,2,Unknown,Rx - Hentai,6772,Hentai
13789,Little Nemo Pilot,6.09,Special,1,Unknown,0,663,Adventure
13793,Fashion no Hajimari,4.75,ONA,1,Unknown,0,626,Comedy
13795,The Green Wind,5.07,Special,1,Unknown,0,488,Fantasy
13799,Pokemon: Meloetta no Kirakira Recital,6.45,Movie,1,Unknown,0,5521,"Adventure, Comedy, Fantasy, Kids, Music"
13807,Corpse Party: Missing Footage,6.07,OVA,1,Unknown,1,90868,"Horror, School"
13817,Kamiusagi Rope,Unknown,Movie,14,Unknown,0,196,"Slice of Life, Comedy"
13819,Kamiusagi Rope 2,Unknown,Movie,12,Unknown,0,176,"Slice of Life, Comedy"
13821,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?",Unknown,Movie,1,Unknown,0,172,"Adventure, Comedy, Slice of Life"
13823,Kamiusagi Rope Movie Episode 0,Unknown,ONA,1,Unknown,0,180,"Slice of Life, Comedy"
13825,Kamiusagi Rope x au Collaboration,Unknown,ONA,6,Unknown,0,173,"Slice of Life, Comedy"
13827,Kamiusagi Rope x Panasonic Collaboration,Unknown,Movie,1,Unknown,0,178,"Slice of Life, Comedy"
13831,Kamiusagi Rope 3 (ONA),Unknown,ONA,2,Unknown,0,166,"Slice of Life, Comedy"
13833,Nagareboshi Lens,6.64,OVA,1,Unknown,0,15800,"Romance, Shoujo"
13835,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,5.04,OVA,1,Unknown,0,3541,"Action, Shoujo"
13837,Detective Conan Bonus File: Fantasista Flower,7.39,OVA,1,Unknown,0,5849,"Comedy, Mystery, Police, Shounen, Sports"
13839,Detective Conan OVA 12: The Miracle of Excalibur,7.04,OVA,1,Unknown,0,7204,"Police, Sports, Comedy, Mystery, Shounen"
13843,Wild Adapter,6.24,OVA,2,Unknown,1,3616,"Action, Mystery, Drama, Shoujo"
13851,To LOVE-Ru Darkness OVA,7.6,OVA,6,Unknown,1,90230,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen"
13855,Queen's Blade: Rebellion Specials,6.12,Special,6,Unknown,1,4888,Ecchi
13857,Souhaku Shisuferia,5.58,Music,1,Unknown,0,294,Music
13859,Accel World: Acchel World.,6.22,Special,8,Unknown,0,29275,"Sci-Fi, Comedy"
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,6.3,Movie,1,Unknown,1,15210,"Action, Drama, Mystery, Sci-Fi, Thriller"
13917,Star☆Jewel Gaiden: Natsumi Oblivion,5.16,OVA,1,Unknown,Rx - Hentai,1347,"Hentai, Yuri"
13927,Sacred Seven: Shirogane no Tsubasa Picture Drama,6.1,Special,2,Unknown,0,1278,"Action, Comedy, School, Sci-Fi, Super Power"
13931,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,7.24,OVA,3,Unknown,0,4662,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
13935,Houkago Midnighters,6.32,Movie,1,Unknown,0,726,"Fantasy, Kids"
13937,Saishuu Chikan Densha Next,6.68,OVA,2,Unknown,Rx - Hentai,3254,Hentai
13939,Accel World EX,7.15,OVA,2,Unknown,0,83465,"Action, Game, Sci-Fi, Romance, School"
13947,Ashita no Eleven-tachi,Unknown,Special,1,Unknown,0,197,Sports
13955,Dennou Coil Recaps,6.29,Special,2,Unknown,0,1200,"Sci-Fi, Adventure, Mystery, Comedy, Drama"
13959,Milky Gal: Cats Ai,4.79,OVA,1,Unknown,Rx - Hentai,313,Hentai
13965,Thermae Romae x LOFT Collaboration,6.04,Special,1,Unknown,0,349,"Comedy, Historical, Seinen"
13967,Thermae Romae x Asahi Shimbun Digital Collaboration,6.22,Special,1,Unknown,0,358,"Comedy, Historical, Seinen"
13969,Thermae Romae x Yoyogi Animation Gakuin Collaboration,6.29,Special,1,Unknown,0,1463,"Comedy, Historical, Seinen"
13971,663114,5.3,Movie,1,Unknown,0,2562,Fantasy
13983,Thermae Romae: Kodai Romajin ga Uchuu e,5.99,Special,1,Unknown,0,767,"Space, Comedy, Seinen"
13993,Goulart Knights: Evoked the Beginning White,6.01,OVA,1,Unknown,0,1002,"Action, Drama, Fantasy, Shoujo, Supernatural"
14007,"Akai Shouzou: Char, Soshite Frontal e",6.05,Special,1,Unknown,0,721,"Drama, Mecha, Military, Sci-Fi, Shounen, Space"
14023,R²: Rise R to the Second Power,5.35,Music,1,Unknown,0,309,Music
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,7.09,OVA,1,Unknown,1,82972,"Harem, Slice of Life, Comedy, Romance, School"
14039,Katayoku no Khronos Gear,Unknown,OVA,1,Unknown,Unknown,171,"Action, Sci-Fi"
14045,Mangirl!,5.86,TV,13,Winter 2013,0,19142,"Comedy, Slice of Life"
14047,Ikusa Otome Valkyrie G,6.49,OVA,2,Unknown,Rx - Hentai,2609,"Hentai, Supernatural, Fantasy"
14049,Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,6.16,Special,1,Unknown,0,6939,"Harem, Romance"
14059,Kimagure Orange☆Road: Tanabata Special,6.63,OVA,1,Unknown,0,769,Shounen
14067,Ginga Hyouryuu Vifam: Chicago Super Police 13,Unknown,Special,1,Unknown,0,200,"Action, Comedy, Parody, Police"
14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Unknown,ONA,1,Unknown,0,155,Kids
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,6.22,ONA,10,Unknown,0,14215,"Comedy, Ecchi, Parody, School, Shounen"
14075,Zetsuen no Tempest,7.99,TV,24,Fall 2012,0,336812,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen"
14077,Blood-C: None-None Gekijou,6.19,ONA,7,Unknown,0,4283,"Comedy, Parody"
14093,Pokemon Best Wishes! Season 2,6.41,TV,24,Summer 2012,0,40483,"Action, Adventure, Comedy, Fantasy, Kids"
14095,Kamen Rider Fourze x Crayon Shin-chan,5.81,Special,4,Unknown,0,676,"Action, Comedy, Seinen"
14117,Blood-C: Special Edition,6.76,Special,2,Unknown,1,7201,"Action, Horror, School, Supernatural, Vampire"
14123,Pokemon Black and White 2: Introduction Movie,7.44,ONA,1,Unknown,0,12722,"Action, Fantasy, Kids"
14125,Otogi no Kuni no Birthday,5.23,Music,1,Unknown,0,222,"Kids, Music"
14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,6.86,OVA,2,Unknown,Rx - Hentai,8286,Hentai
14129,Starless: 21st Century Nymphomaniacs,6.58,OVA,4,Unknown,Rx - Hentai,6076,Hentai
14131,Girls & Panzer,7.55,TV,12,Fall 2012,0,163128,"Action, Sports, Military, School"
14145,"Hanayaka Nari, Waga Ichizoku: Kinetograph",6.44,OVA,2,Unknown,0,8713,"Historical, Drama, Josei"
14173,Upotte!!: Miatte Waratte,6.52,OVA,1,Unknown,1,10882,"Military, Comedy, Ecchi, School, Seinen"
14175,Hanasaku Iroha: Home Sweet Home,7.89,Movie,1,Unknown,0,40930,"Comedy, Drama, Slice of Life"
14181,Oedo wa Nemurenai!,5.62,OVA,1,Unknown,0,441,"Fantasy, Historical, Drama, Shoujo"
14183,Aitsu to Lullaby: Suiyobi no Cinderella,5.91,Movie,1,Unknown,0,270,"Romance, Drama, Shounen"
14189,Tasogare Otome x Amnesia: Taima Otome,7.51,Special,1,Unknown,1,53101,"Horror, Mystery, Romance, School, Shounen, Supernatural"
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.53,TV,12,Fall 2012,1,175516,"Comedy, Ecchi, Harem, Romance, School"
14207,Lovely Series,5.1,OVA,2,Unknown,Rx - Hentai,330,Hentai
14209,Fruits Version,5.21,OVA,2,Unknown,Rx - Hentai,411,Hentai
14211,Instant History,Unknown,TV,312,Spring 1961,0,268,Historical
14213,Otogi Manga Calendar,Unknown,TV,312,Summer 1962,0,262,Historical
14227,Tonari no Kaibutsu-kun,7.55,TV,13,Fall 2012,0,641526,"Slice of Life, Comedy, Romance, School, Shoujo"
14231,Akuemon,6.02,OVA,1,Unknown,0,777,"Fantasy, Romance"
14235,Salad Land,5.46,ONA,1,Unknown,0,210,Fantasy
14237,Busou Shinki,6.32,TV,12,Fall 2012,0,22982,"Action, Sci-Fi, Slice of Life, Mecha"
14247,Lunn wa Kaze no Naka,6.01,OVA,1,Unknown,0,657,"Drama, Romance"
14249,Ribbon no Kishi (1999),Unknown,Movie,1,Unknown,0,238,Adventure
14253,My Melody no Akazukin,Unknown,Movie,1,Unknown,0,215,"Fantasy, Kids"
14267,Persona 4 the Animation: The Factor of Hope,7.34,Movie,1,Unknown,0,7172,"Adventure, Mystery, Super Power, Supernatural, School"
14277,Chitose Get You!!,6.26,TV,26,Summer 2012,0,13867,"Comedy, Romance, School, Seinen, Slice of Life"
14283,Vividred Operation,6.46,TV,12,Winter 2013,1,41072,"Action, Sci-Fi, Ecchi"
14289,Sukitte Ii na yo.,7.49,TV,13,Fall 2012,0,389540,"Drama, Romance, School, Shoujo"
14293,Nerawareta Gakuen,7,Movie,1,Unknown,0,47190,"Romance, School, Sci-Fi"
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,6.48,Special,1,Unknown,0,5247,Sci-Fi
14333,Tanken Driland,6.48,TV,37,Summer 2012,0,3320,"Adventure, Fantasy"
14345,Btooom!,7.39,TV,12,Fall 2012,1,560956,"Action, Sci-Fi, Psychological, Seinen"
14347,Ryo,5.88,Movie,1,Unknown,0,7948,"Action, Samurai, Historical, Drama"
14349,Little Witch Academia,7.85,Movie,1,Unknown,0,209965,"Adventure, Comedy, Magic, Fantasy, School"
14353,Death Billiards,7.93,Movie,1,Unknown,1,154748,"Game, Mystery, Psychological, Drama, Thriller"
14355,Yama no Susume,6.82,TV,12,Winter 2013,0,34347,"Adventure, Slice of Life, Comedy"
14359,Vocaloid China Project Senden Animation,5.91,Music,5,Unknown,0,1365,"Music, Fantasy"
14367,Tenshi na Konamaiki Specials,6.07,Special,13,Unknown,0,454,Shounen
14373,Arata naru Sekai: World's/Start/Load/End,6.31,OVA,1,Unknown,0,11872,Sci-Fi
14379,Shoujo x Shoujo x Shoujo The Animation,6.87,OVA,2,Unknown,Rx - Hentai,4838,"Harem, Hentai"
14381,Sore Ike! Anpanman: Yomigaere Bananajima,Unknown,Movie,1,Unknown,0,156,"Kids, Adventure, Fantasy, Comedy, Super Power"
14397,Chihayafuru 2,8.43,TV,25,Winter 2013,0,142600,"Drama, Game, Josei, School, Slice of Life, Sports"
14407,Persona 3 the Movie 1: Spring of Birth,7.59,Movie,1,Unknown,1,65085,"Action, Supernatural, Fantasy"
14467,K,7.51,TV,13,Fall 2012,0,468661,"Action, Mystery, Super Power, Supernatural"
14471,Kaguya-hime: Taketori Monogatari,4.74,OVA,1,Unknown,Rx - Hentai,494,"Hentai, Historical"
14479,Mahoutsukai Nara Miso wo Kue!,5.26,OVA,1,Unknown,0,4141,"Magic, Fantasy, School"
14511,Minami-ke Tadaima,7.69,TV,13,Winter 2013,0,34244,"Comedy, School, Slice of Life"
14513,Magi: The Labyrinth of Magic,8.07,TV,25,Fall 2012,0,630425,"Action, Adventure, Fantasy, Magic, Shounen"
14515,Sasami-san@Ganbaranai,6.68,TV,12,Winter 2013,0,45068,"Comedy, Romance, Supernatural"
14519,Neko Ramen: Ore no Shouyu Aji,6,ONA,13,Unknown,0,223,Comedy
14527,Medaka Box Abnormal,7.46,TV,12,Fall 2012,0,92952,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power"
14529,Super Majingga 3,5.01,Movie,1,Unknown,0,222,"Action, Space, Mecha, Sci-Fi"
14537,Cinnamon no Parade,5.78,ONA,1,Unknown,0,267,Fantasy
14539,Love 2 Quad,6.75,OVA,3,Unknown,Rx - Hentai,8066,Hentai
14543,Koutetsu no Majo Annerose,6.82,OVA,4,Unknown,Rx - Hentai,8443,"Action, Hentai, Supernatural"
14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,5.27,TV,12,Summer 2012,0,2830,"Comedy, Magic"
14575,Minami-ke Omatase,7.42,OVA,1,Unknown,0,16347,"Comedy, Slice of Life"
14583,Rinne no Lagrange Specials,6.23,Special,6,Unknown,0,2926,Comedy
14617,Stranger: Mukou Hadan Pilot,7.04,Special,1,Unknown,1,5960,"Action, Adventure, Historical, Samurai, Seinen"
14623,Chikyuu SOS Sore Ike Kororin,Unknown,TV,26,Spring 1992,0,138,"Action, Comedy, Kids, Sci-Fi"
14627,Recorder to Randoseru,6.8,OVA,2,Unknown,0,9392,"Comedy, School, Seinen, Slice of Life"
14629,Starship Troopers: Invasion,6.7,Movie,1,Unknown,1,3596,"Action, Military, Sci-Fi"
14631,Dangerous Jiisan Ja,Unknown,OVA,2,Unknown,0,146,"Comedy, Kids"
14645,Hiiro no Kakera Dai Ni Shou,7.23,TV,13,Fall 2012,0,35068,"Fantasy, Romance, Shoujo, Supernatural"
14647,Tantei Opera Milky Holmes: Alternative,6.51,Special,2,Unknown,0,3461,"Comedy, Mystery, Super Power"
14653,Hayate no Gotoku! Can't Take My Eyes Off You,7.05,TV,12,Fall 2012,0,35754,"Comedy, Harem, Parody, Shounen"
14657,Netorare Zuma,6.3,OVA,1,Unknown,Rx - Hentai,4363,Hentai
14659,Hump Bang,6.47,OVA,2,Unknown,Rx - Hentai,2925,Hentai
14661,Kindan no Byoutou The Animation,6.53,OVA,2,Unknown,Rx - Hentai,2958,"Harem, Hentai"
14663,Queen's Blade Rebellion vs. Hagure Yuusha no Aesthetica,6.13,Special,1,Unknown,1,9331,"Action, Ecchi, Fantasy"
14669,Aura: Maryuuin Kouga Saigo no Tatakai,7.49,Movie,1,Unknown,1,26040,"Supernatural, Drama, Romance, School"
14675,Rinne no Lagrange: Kamogawa Memoria,6.36,Special,1,Unknown,0,1426,"Action, Comedy, Mecha, Sci-Fi"
14685,Onegai☆Teacher: Reminiscence Disc,6.7,OVA,1,Unknown,0,2794,"Comedy, Romance, Sci-Fi"
14693,Yurumates 3D Plus,6.4,TV,13,Summer 2012,0,3549,"Comedy, Seinen, Slice of Life"
14713,Kamisama Hajimemashita,8.04,TV,13,Fall 2012,0,341066,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
14719,JoJo no Kimyou na Bouken (TV),8.06,TV,26,Fall 2012,1,852453,"Action, Adventure, Supernatural, Vampire, Shounen"
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,7.7,Movie,1,Unknown,0,24910,"Adventure, Mystery, Comedy, Police, Shounen"
14741,Chuunibyou demo Koi ga Shitai!,7.77,TV,12,Fall 2012,0,774966,"Slice of Life, Comedy, Drama, Romance, School"
14743,Nara Shika Monogatari,5.4,ONA,1,Unknown,0,327,Comedy
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.06,TV,13,Winter 2013,0,309259,"Comedy, Harem, Romance, School"
14751,Bishoujo Senshi Sailor Moon Crystal,7.01,ONA,26,Unknown,0,93578,"Demons, Magic, Romance, Shoujo"
14753,Hori-san to Miyamura-kun,7.36,OVA,6,Unknown,0,43511,"Comedy, Romance, School, Shounen"
14765,Ixion Saga DT,7.21,TV,25,Fall 2012,0,67976,"Action, Comedy, Fantasy"
14781,Roboteuwang Sseonsyakeu,Unknown,Movie,1,Unknown,0,185,"Action, Mecha, Sci-Fi"
14807,Kara no Kyoukai: Mirai Fukuin,8.03,Movie,1,Unknown,1,54987,"Drama, Mystery, Seinen, Supernatural"
14811,GJ-bu,7.35,TV,12,Winter 2013,0,101008,"Comedy, School, Slice of Life"
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.07,TV,13,Spring 2013,0,797324,"Slice of Life, Comedy, Drama, Romance, School"
14817,Mouretsu Pirates: Abyss of Hyperspace,7.14,Movie,1,Unknown,0,6487,"Sci-Fi, Space"
14821,Taekwon Dongja Maruchi Arachi,Unknown,Movie,1,Unknown,0,155,Action
14827,D.C.III: Da Capo III,6.58,TV,13,Winter 2013,0,16733,"Ecchi, Romance, School, Drama"
14829,Fate/kaleid liner Prisma☆Illya,7.11,TV,10,Summer 2013,0,146214,"Action, Comedy, Magic, Fantasy"
14833,Maoyuu Maou Yuusha,7.31,TV,12,Winter 2013,0,265175,"Adventure, Demons, Romance, Fantasy"
14835,The iDOLM@STER Shiny Festa,7.21,OVA,3,Unknown,0,10835,"Comedy, Drama, Music"
14837,Dragon Ball Z Movie 14: Kami to Kami,7.41,Movie,1,Unknown,0,147113,"Action, Adventure, Super Power, Martial Arts, Fantasy, Shounen"
14853,Tsukumo,6.67,Movie,1,Unknown,0,4483,"Supernatural, Historical"
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,6.3,OVA,1,Unknown,0,6296,"Action, Adventure, Drama, Mecha, Sci-Fi"
14889,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,6.34,OVA,1,Unknown,0,3183,"Comedy, Ecchi, Parody, School, Shounen"
14893,"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest",6.7,OVA,1,Unknown,1,45825,"Comedy, Romance, Ecchi"
14913,Battle Spirits: Sword Eyes,6.58,TV,29,Fall 2012,0,1071,"Game, Adventure, Fantasy"
14921,RDG: Red Data Girl,6.58,TV,12,Spring 2013,0,70949,"Fantasy, Magic"
14935,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,6.18,OVA,1,Unknown,0,2675,"Adventure, Comedy, Fantasy, Kids"
14941,AKB0048: Next Stage,7.66,TV,13,Winter 2013,0,26142,"Music, Sci-Fi"
14947,Onegai My Melody: Yuu & Ai,6.11,Movie,1,Unknown,0,330,"Fantasy, Comedy"
14949,Yurumates 3D OVA,6.13,OVA,1,Unknown,0,1207,"Slice of Life, Comedy, Seinen"
